anime_id,name,genre,type,episodes,rating,members
13117,Hakuoki ~Demon of the Fleeting Blossom~ Wild Dance of Kyoto,"Action, Historical, Supernatural, Drama, Samurai, Josei",Movie,1,7.67,23599
1862,Strike Witches OVA,"Action, Ecchi, Magic, Military, Sci-Fi",OVA,1,6.29,23592
23201,Sengoku BASARA:End of Judgement,"Action, Super Power, Martial Arts, Samurai, Historical",TV,12,6.87,23591
30413,Yowamushi Pedal Movie,"Comedy, Drama, Shounen, Sports",Movie,1,7.6,23576
1588,Venus to Mamoru!,"Comedy, Romance, School",TV,24,7.08,23547
3086,Strait Jacket,"Action, Sci-Fi, Fantasy",OVA,3,6.85,23526
12017,Tiger & Bunny:The Rising,"Action, Mystery, Comedy, Super Power",Movie,1,7.81,23523
37302,Kemurikusa (TV),"Fantasy, Sci-Fi",TV,12,7.07,23522
39545,Fragtime,"Sci-Fi, Slice of Life, Romance, School, Shoujo Ai",Movie,1,6.53,23475
34834,Hina Logic ? from Luck & Logic,"Action, Comedy, Fantasy, School",TV,12,6.68,23435
2363,Pokemon Chronicles,"Adventure, Comedy, Kids, Fantasy",TV,16,6.86,23425
1674,Captain Tsubasa J,"Action, Sports, Shounen",TV,47,7.27,23423
32409,Shinmai Maou no Testament Burst Specials,"Comedy, Demons, Ecchi",Special,5,6.83,23418
1335,Ghost in the Shell:Stand Alone Complex:Tachikomatic Days,"Sci-Fi, Comedy, Mecha",Special,26,7.16,23394
7062,Hidamari Sketch x ???,"Slice of Life, Comedy, School, Seinen",TV,12,7.93,23389
34533,Nanbaka:Idiots with Student Numbers!,"Action, Comedy, School",Special,1,6.88,23375
33949,Please tell me! Galko-chan OVA,"Slice of Life, Comedy",OVA,1,7.12,23370
1951,Neo Tokyo,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",Movie,3,7.05,23338
2000,Roujin Z,"Comedy, Drama, Mecha, Sci-Fi",Movie,1,7.05,23334
6287,Akikan! OVA,"Ecchi, Comedy",OVA,1,6.27,23317
2772,Hero Tales,"Action, Fantasy, Shounen",TV,26,6.86,23300
33041,BBK/BRNK:The Gentle Giants of the Galaxy,"Action, Sci-Fi, Drama, Mecha",TV,12,6.83,23300
33964,91 Days:Brief Candle,"Action, Historical, Drama",Special,1,6.4,23299
20971,La corda d'oro:Blue?Sky,"Harem, Music, School, Shoujo",TV,12,6.43,23282
6129,Umi Monogatari,"Supernatural, Drama, Magic, Romance, Fantasy",TV,12,6.64,23241
28981,Rainy Cocoa,"Comedy, Slice of Life",TV,12,4.72,23230
5116,Candy Boy Episode: EX01 - Mirai Yohouzu,"School, Shoujo Ai, Slice of Life",OVA,1,6.85,23223
6172,Professor Layton and the Eternal Diva,"Adventure, Mystery",Movie,1,7.63,23222
35044,Tu Bian Ying Xiong Leaf,"Comedy, Super Power",ONA,12,7.1,23198
35815,ERASED 1-6 Digest,"Mystery, Psychological, Supernatural, Seinen",ONA,1,7.21,23190
358,"Iriya no Sora, UFO no Natsu","Drama, Romance, Sci-Fi",OVA,6,6.99,23176
36539,Tsuki ga Kirei Special,"Comedy, Romance, School",Special,1,7.29,23169
88,Mobile Suit Gundam F91,"Drama, Mecha, Military, Sci-Fi, Space",Movie,1,6.67,23161
9202,The Qwaser of Stigmata:Portrait of the Empress,"Action, Super Power, Supernatural, Ecchi, Seinen",OVA,1,6.42,23150
590,Guardian Ninja Mamoru,"Comedy, Romance, Shounen",TV,12,6.62,23147
3323,Kite Liberator,"Action, Sci-Fi, Drama",OVA,1,6.34,23110
201,Video Girl Ai,"Comedy, Drama, Ecchi, Romance",OVA,6,7.21,23075
33157,Tanaka-kun is Always Listless,"Comedy, School, Slice of Life",Special,7,7.41,23074
31886,Dropout,"Hentai, School",OVA,2,6.86,23073
8187,Fumiko's Confession,Comedy,ONA,1,6.66,23073
18429,Lupin III vs. Detective Conan: The Movie,"Action, Comedy, Mystery, Shounen",Movie,1,7.91,23061
32355,Toshi Densetsu Series,Hentai,OVA,6,7.39,23031
3363,RD Sennou Chousashitsu,"Action, Sci-Fi",TV,26,7.13,23004
21821,Dai-Shogun:Great Revolution,"Action, Historical, Mecha",TV,12,5.73,22996
1838,Honey x Honey Drops,"Drama, Romance, School, Shoujo",OVA,2,5.98,22992
851,Kyou kara Ore wa!!,"Comedy, Shounen",OVA,10,8.07,22989
23301,Pokemon XY: Mega Evolution,"Action, Adventure, Comedy, Kids, Fantasy",Special,4,7.44,22970
709,Mujin Wakusei Survive,"Action, Adventure, Fantasy, Sci-Fi, Slice of Life",TV,52,7.71,22946
6920,Blade,"Action, Drama, Horror, Vampire",TV,12,6.24,22934
3221,Shakugan no Shana-tan Movie,"Adventure, Comedy, Parody, Fantasy",Special,1,7.14,22923
19251,Uta no?Prince-sama? Maji Love 2000%: Shining Star Xmas,"Comedy, Harem, Music, Romance, School, Shoujo",Special,1,7.27,22898
34481,Tawawa on Monday Specials,"Slice of Life, Ecchi",Special,2,6.59,22885
300,3x3 Eyes,"Action, Demons, Fantasy, Horror, Romance",OVA,4,6.77,22835
200,Cheeky Angel,"Comedy, Magic, Romance, Shounen",TV,50,7.48,22832
36513,Yotsuiro Biyori,"Slice of Life, Seinen",TV,12,7.61,22827
811,I''s Pure,"Comedy, Drama, Ecchi, Romance, School",OVA,6,6.91,22823
38431,Persona 5 the Animation TV Specials,"Action, Supernatural, Fantasy, School",Special,2,6.92,22822
2390,Kirby:Right Back at Ya!,"Action, Adventure, Comedy, Parody, Fantasy",TV,100,6.77,22817
39990,Vlad Love,"Comedy, Supernatural, Vampire, School",TV,12,5.94,22816
39609,Dropout Idol Fruit Tart,"Music, Slice of Life",TV,12,6.77,22801
30652,Long Riders!,"Slice of Life, Comedy, Sports, Shounen",TV,12,6.64,22789
651,Green Green Thirteen: Erolutions,"Hentai, Comedy, Romance",OVA,1,6.13,22776
4983,Hells,"Adventure, Comedy, Horror",Movie,1,6.93,22770
36215,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",Special,1,7.91,22748
151,Re: Cutey Honey,"Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai",OVA,3,7.12,22697
40254,XL Joushi.,"Romance, Ecchi, Josei",TV,8,5.97,22659
5454,Modern Magic Made Simple,"Comedy, Magic",TV,12,6.46,22648
972,Bible Black Origins,"Hentai, Supernatural",OVA,2,6.7,22637
2198,Ah! My Goddess:Flights of Fancy Specials,"Comedy, Magic, Romance, Seinen, Supernatural",Special,2,7.53,22633
747,Embracing Love,"Drama, Romance, Yaoi",OVA,2,6.76,22629
24919,Aoki Hagane no Arpeggio: Ars Nova DC,"Action, Sci-Fi, Seinen",Movie,1,7.44,22616
1372,You're Under Arrest (1996),"Action, Comedy, Police, Seinen",TV,47,7.54,22588
37940,Yatogame-chan Kansatsu Nikki,"Slice of Life, Comedy, School, Shounen",TV,12,6.21,22587
472,To Heart,"Drama, Harem, Romance, School, Slice of Life",TV,13,6.6,22561
30925,Gatchaman Crowds Insight,"Sci-Fi, Adventure",ONA,1,7.02,22542
37897,Godzilla:The Planet Eater,"Action, Adventure, Sci-Fi",Movie,1,6.27,22540
5307,The Girl Who Leapt Through Space,"Adventure, Comedy, Sci-Fi, Space",TV,26,7.01,22532
1826,Deltora Quest,"Adventure, Kids, Fantasy",TV,65,7.04,22531
470,My Wife is a High School Girl,"Slice of Life, Comedy, Romance, Drama",TV,13,6.34,22526
12375,Maki-chan to Now.,Hentai,OVA,4,7.41,22510
31157,ClassicaLoid,"Comedy, Music",TV,25,6.41,22482
1401,Bible Black:New Testament,Hentai,OVA,6,6.74,22454
33013,Super Lovers OVA,"Slice of Life, Comedy, Drama, Romance, Shounen Ai",OVA,2,7.42,22428
444,Maria Watches Over Us:Printemps,"Drama, Romance, School, Shoujo, Shoujo Ai",TV,13,7.68,22423
2798,Hatsu Inu The Animation,Hentai,OVA,2,7.31,22421
24469,Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,"Action, Mecha, Sci-Fi",Special,2,7.31,22409
11441,Rurouni Kenshin:New Kyoto Arc,"Action, Samurai, Historical, Drama, Shounen",OVA,2,7.11,22407
33037,TSUKIUTA. The Animation,Music,TV,13,6.95,22405
14073,Ebiten,"Comedy, Ecchi, Parody, School, Shounen",ONA,10,6.22,22370
7375,Shakugan no Shana-tan S,"Comedy, Parody",Special,4,6.9,22363
6919,X-Men,"Action, Drama, Super Power",TV,12,6.37,22358
3088,Tokyo Marble Chocolate,"Slice of Life, Romance",OVA,2,7.21,22348
20473,Teekyu 3,"Comedy, School, Shounen, Sports",TV,12,6.79,22342
620,Mermaid Forest,"Mystery, Horror, Drama, Fantasy",TV,13,7.06,22339
883,Yu Yu Hakusho the Movie:Poltergeist Report,"Action, Adventure, Comedy, Demons, Supernatural, Martial Arts, Shounen",Movie,1,7.21,22328
33164,Musaigen no Phantom World: Limitless Phantom World,"Comedy, Supernatural, Fantasy",Special,7,6.4,22317
40841,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA,"Fantasy, Slice of Life",OVA,1,7.48,22314
1092,Mobile Suit Gundam III: Encounters in Space,"Action, Military, Sci-Fi, Adventure, Space, Drama, Mecha",Movie,1,7.78,22302
11355,This Boy Can Fight Aliens,"Action, Fantasy, Shounen Ai, Super Power, Supernatural",OVA,1,6.86,22300
34036,Detective Conan: Episode One - The Great Detective Turned Small,"Adventure, Mystery, Comedy, Police, Shounen",Special,1,8.27,22297
5504,Polyphonica Crimson S,"Drama, Fantasy, Music, Romance, School",TV,12,7.19,22292
13409,Moyashimon Returns,"Comedy, Supernatural, School, Seinen",TV,11,7.22,22284
3931,Initial D Battle Stage 2,"Action, Cars, Sports, Drama, Seinen",OVA,1,7.65,22278
1048,SoulTaker,"Demons, Horror, Supernatural",TV,13,6.38,22267
4483,Someday's Dreamers II:Sora,"Slice of Life, Drama, Magic, Romance, Shounen",TV,12,7.29,22240
33668,Matoi the Sacred Slayer,"Supernatural, Magic",TV,12,6.72,22238
13267,Shinryaku!! Ika Musume,"Slice of Life, Comedy, Shounen",OVA,3,7.49,22228
13561,Guilty Crown: 4-koma Gekijou,Comedy,Special,11,7,22209
36927,Pok?mon the Movie:The Power of Us,"Action, Game, Adventure, Comedy, Kids, Fantasy",Movie,1,7.19,22192
31815,This Boy is a Professional Wizard,"Magic, Fantasy, Shounen Ai",TV,4,7.04,22151
273,Someday's Dreamers,"Slice of Life, Drama, Magic, Shounen",TV,12,6.75,22151
34006,Augmented Reality Girls Trinary,Sci-Fi,ONA,34,6.05,22121
14575,Minami-ke Omatase,"Comedy, Slice of Life",OVA,1,7.42,22114
31793,Mahou Shoujo Nante Mouiidesukara,"Comedy, Magic",TV,12,5.94,22093
1091,Mobile Suit Gundam II: Soldiers of Sorrow,"Action, Military, Sci-Fi, Space, Drama, Mecha",Movie,1,7.39,22091
519,Mahoraba: Heartful days,"Comedy, Drama, Romance, Shounen",TV,26,7.34,22090
34863,Zoku Touken Ranbu: Hanamaru,"Action, Slice of Life, Comedy, Historical, Drama, Fantasy",TV,12,7.31,22084
876,Street Fighter II:The Animated Series,"Action, Adventure, Drama, Mystery, Shounen",TV,29,7.07,22065
38920,Kochoki,"Action, Historical, Drama, Samurai",TV,12,6.51,22065
10444,Digimon Fusion,"Action, Adventure, Fantasy, Comedy, Shounen",TV,24,7.16,22062
10687,Saint Seiya: Legend of Sanctuary,"Sci-Fi, Adventure, Fantasy, Shounen",Movie,1,6.25,22051
35988,Damepri Anime Caravan,"Adventure, Comedy, Romance, Fantasy",TV,12,6.53,22025
283,Anne of Green Gables,"Slice of Life, Historical, Drama",TV,50,7.7,22024
688,Utakata,"Psychological, Drama, Magic",TV,12,6.72,22015
9308,Oni Chichi 2,Hentai,OVA,2,6.71,22014
40358,Gal & Dino,"Slice of Life, Comedy, Seinen",TV,12,6.45,22011
1205,Aru Tabibito no Nikki,"Adventure, Fantasy",ONA,6,7.13,22010
2354,Devilman:The Birth,"Demons, Horror, Sci-Fi, Supernatural",OVA,1,7.15,22009
197,Rizelmine,"Sci-Fi, Comedy, Romance, Ecchi, School",TV,24,6.55,21968
2800,Candy Candy,"Slice of Life, Drama, Shoujo",TV,115,7.52,21937
6918,Wolverine,"Action, Martial Arts, Super Power",TV,12,6.1,21904
1554,Living for the Day After Tomorrow,"Supernatural, Drama",TV,12,7.07,21891
28105,Shirobako Specials,"Adventure, Comedy",Special,2,6.88,21884
30869,Ajin:Demi-Human Movie 2:Confront,"Action, Horror, Mystery, Seinen, Supernatural",Movie,1,7.29,21882
9996,Hyouge Mono,"Historical, Samurai, Seinen",TV,39,7.99,21866
25437,Brothers Conflict OVA,"Harem, Romance, Shoujo",OVA,2,6.64,21864
1847,Rec: Yurusarezarumono,"Comedy, Drama, Romance, Seinen",Special,1,7.16,21840
13221,Kyonyuu Fantasy,"Harem, Hentai, Demons, Supernatural, Fantasy",OVA,2,7.38,21831
15325,"So, I Can't Play H!","Comedy, Ecchi, Romance, Supernatural",Special,1,6.48,21810
37438,Ingress the Animation,"Action, Game, Sci-Fi, Mystery",ONA,11,6.38,21792
37936,Fog Hill of Five Elements,"Action, Historical, Martial Arts, Fantasy",ONA,3,8,21772
285,Argento Soma,"Action, Adventure, Drama, Mecha, Military, Sci-Fi",TV,25,6.8,21754
21097,Oni Chichi: Rebuild,Hentai,OVA,3,7.24,21731
2076,Kindaichi Shounen no Jikenbo,"Mystery, Shounen",TV,148,7.98,21714
21373,Freezing Vibration Specials,"Action, Ecchi, Comedy",Special,6,6.51,21689
2235,Mizu no Kotoba,"Drama, Psychological, Sci-Fi",Special,1,6.81,21674
23423,Paradise of Innocence,"Comedy, Ecchi, Romance, School, Seinen",OVA,3,5.93,21664
4130,Petit Eva: Evangelion@School,"Comedy, Parody, School",ONA,24,5.64,21633
424,Dirty Pair,"Adventure, Comedy, Police, Sci-Fi",TV,24,7.18,21621
39959,Ani ni Tsukeru Kusuri wa Nai! 3,"Slice of Life, Comedy, School",TV,12,7.67,21605
21521,Futa-bu!,"Hentai, School, Yuri",OVA,2,7.11,21565
12611,Sengoku Collection,"Fantasy, Parody, Samurai",TV,26,6.44,21564
25939,Mahou Shoujo Lyrical Nanoha ViVid,"Action, Adventure, Magic, Martial Arts",TV,12,6.74,21552
36848,Aishen Qiaokeli-ing...II,"Harem, Comedy, Romance, School",ONA,15,7.23,21549
2604,Sky Girls,"Mecha, Military, Sci-Fi",TV,26,7.02,21540
38663,Cagaster of an Insect Cage,"Action, Sci-Fi, Drama",ONA,12,6.57,21535
35321,Haikyuu!!: Tokushuu! Haru-kou Volley ni Kaketa Seishun,"School, Shounen, Sports",OVA,1,7.49,21518
16468,One Piece: Glorious Island,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",Special,2,7.2,21511
6505,There She Is!!,"Comedy, Romance",ONA,5,7.93,21506
1695,Les Mis?rables: Shoujo Cosette,"Slice of Life, Historical, Drama, Shoujo",TV,52,7.86,21500
3918,Resort Boin,Hentai,OVA,3,7.31,21462
32870,Winter Cup Highlights Episode 2 ? Winter Cup Highlights -Beyond the Tears-,"Sports, School, Shounen",Movie,1,7.65,21455
37320,Amai Choubatsu: Watashi wa Kanshu Senyou Pet,Ecchi,TV,13,5.47,21446
5065,Detroit Metal City:Birth of the Metal Devil,"Parody, Comedy, Romance, Music",Special,1,7.32,21432
1487,.hack//Unison,"Adventure, Comedy, Fantasy, Game, Magic, Sci-Fi",Special,1,6.68,21400
910,Himawari!,"Adventure, Comedy, Martial Arts",TV,13,6.34,21384
10109,Softenni! the Animation,"Comedy, Sports, Ecchi, School",TV,12,6.52,21373
10497,Hetalia World Series Extra Episodes,"Comedy, Historical, Parody",Special,4,7.53,21348
12665,"YuruYuri:For Whatever Reason, Never Ending, Heart Throbbing, Pitter-patter, Paradox Eternal",Comedy,Special,1,6.32,21338
6050,Mahou Sensei Negima!: Mou Hitotsu no Sekai,"Action, Adventure, Supernatural, Magic, Ecchi, Shounen",OVA,4,7.63,21321
8995,Tales of Symphonia The Animation: Sekai Tougou-hen,"Action, Adventure, Magic, Martial Arts, Fantasy",OVA,3,7.47,21309
3392,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,"Harem, Music, Romance, School, Shoujo",Special,1,7.47,21297
3033,Digimon Tamers:Runaway Locomon,"Adventure, Comedy, Sci-Fi, Shounen",Movie,1,7.06,21286
1650,Star Blazers:The Quest for Iscandar,"Action, Adventure, Drama, Military, Sci-Fi, Space",TV,26,7.59,21266
22057,"Inari, Konkon, Koi Iroha.: Inari, Konkon, Semishigure.","Comedy, Romance, Seinen, Supernatural",OVA,1,6.88,21257
15959,Nurarihyon no Mago OVA,"Action, Demons, Shounen, Supernatural",OVA,2,7.72,21217
29089,Monster List,"Action, Comedy, Fantasy, Romance",ONA,18,6.94,21195
40786,Skate-Leading Stars,"Comedy, Sports, Drama, School",TV,12,6.4,21185
37029,Hozuki's Coolheadedness 2,"Comedy, Demons, Fantasy, Seinen, Supernatural",TV,13,7.84,21175
8115,Welcome to THE SPACE SHOW,"Adventure, Space, Fantasy",Movie,1,7.35,21171
1278,Sailor Moon SuperS Plus:Ami's First Love,"Comedy, Magic, Romance, Shoujo",Special,1,7.3,21161
1143,.hack//Intermezzo,"Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",Special,1,6.56,21155
1592,Hataraki Man,"Comedy, Drama, Romance, Seinen, Slice of Life",TV,11,7.03,21153
1045,Those Who Hunt Elves,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen",TV,12,7.03,21147
40964,Back Arrow,"Action, Fantasy, Mecha",TV,24,5.81,21131
32613,Elsword: El-ui Yeoin,"Action, Fantasy",ONA,12,6.05,21129
9362,Hyakka Ryouran: Samurai Girls Specials,Ecchi,Special,6,6.64,21100
536,Slayers:The Motion Picture,"Adventure, Comedy, Magic, Fantasy, Shounen",Movie,1,7.3,21089
2252,Devilman,"Action, Horror, Demons, Supernatural",TV,39,6.45,21086
21195,Soul Eater: Late Night Show,"Action, Fantasy, Comedy",Special,51,6.82,21072
2321,Giant Robo the Animation:The Day the Earth Stood Still,"Action, Sci-Fi, Super Power, Drama, Mecha, Shounen",OVA,7,7.84,21071
4792,Pokemon:Pikachu's Rescue Adventure,"Adventure, Comedy, Fantasy, Kids",Movie,1,6.54,21069
36524,Dies irae:The Dawning Days,"Action, Super Power, Magic",Special,1,5.34,21069
554,Steel Angel Kurumi,"Adventure, Comedy, Drama, Historical, Mecha, Military, Romance, Shounen",TV,24,6.79,21063
37402,No Game No Life: Zero - Manner Movie,Comedy,Movie,1,6.86,21059
589,Ginga Nagareboshi Gin,"Action, Adventure, Drama, Shounen",TV,21,8.04,21057
34642,Shingeki no Bahamut: Genesis - Short Story,"Action, Adventure, Demons, Supernatural, Magic, Fantasy",ONA,2,7.13,21056
841,Colorful,"Comedy, Ecchi, Slice of Life",TV,16,6.05,21032
38628,Hero Mask,"Action, Mystery, Police, Sci-Fi",ONA,15,6.32,21008
37245,Gundam Build Divers,"Action, Sci-Fi, Mecha",TV,25,6.31,21005
32153,Puella Magi Madoka Magica Concept Movie,"Drama, Magic, Psychological, Thriller",Movie,1,7.11,21001
11321,Nee Summer!,Hentai,OVA,2,7.1,20998
23427,Oneechan ga Kita: Hajimete no? Kitaa!,"Slice of Life, Comedy",Special,1,6.49,20995
610,Popotan,"Comedy, Drama, Ecchi, Supernatural",TV,12,6.29,20984
10189,Hunter x Hunter Pilot,"Action, Adventure, Shounen, Super Power",OVA,1,7.2,20953
836,Sister Princess,"Comedy, Drama, Harem, Romance, Slice of Life",TV,26,6.43,20953
24727,Baka and Test - Summon the Beasts:Magical Hideyoshi Hideyoshi,"Comedy, Magic",Special,1,7.11,20951
10671,Morita-san wa Mukuchi.,"Comedy, School, Slice of Life",TV,13,6.53,20936
6479,Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron,"Slice of Life, Romance, Shoujo Ai",Special,1,6.81,20935
113,Stellvia,"Action, Mecha, Romance, Sci-Fi, Space",TV,26,7.38,20924
11385,Digimon Fusion,"Action, Adventure, Comedy, Fantasy, Shounen",TV,25,6.45,20923
4765,Gunslinger Girl:Il Teatrino OVA,"Action, Drama, Military, Sci-Fi",OVA,2,7.01,20875
340,Time of Shura,"Action, Historical, Martial Arts, Samurai, Shounen",TV,26,7.59,20829
2035,Emma:A Victorian Romance Season Two,"Slice of Life, Romance, Historical, Drama, Seinen",TV,12,7.87,20822
247,Haruka:Beyond the Stream of Time ? A Tale of the Eight Guardians,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo",TV,26,7.05,20801
89,Mobile Suit V Gundam,"Drama, Mecha, Military, Sci-Fi, Space",TV,51,6.76,20794
2950,Doubutsu no Mori,"Kids, Slice of Life",Movie,1,7.08,20792
17637,Miyakawa-ke no Kuufuku,Slice of Life,ONA,10,6.52,20767
38999,Watashi ni Tenshi ga Maiorita! Special,"Comedy, Shoujo Ai, Slice of Life",Special,1,7.3,20761
36309,Butlers: Chitose Momotose Monogatari,"Comedy, School, Supernatural",TV,12,5.64,20756
37870,BanG Dream! 3rd Season,Music,TV,13,8.05,20753
42519,Bokutachi wa Benkyou ga Dekinai!: Chapel no Kane wa [X] wo Shukufuku Suru,"Harem, Comedy, Romance, Shounen",OVA,1,7.32,20749
29893,Aria the Avvenire,"Sci-Fi, Slice of Life, Fantasy, Shounen",Special,3,7.94,20733
1807,Prism Ark,"Action, Fantasy, Magic, Comedy, Drama",TV,12,6.45,20720
9741,Nana to Kaoru,"Comedy, Ecchi, Romance, Seinen",OVA,1,5.6,20691
41341,Sword Art Online: Alicization - War of Underworld Recap,"Action, Game, Adventure, Romance, Fantasy",Special,1,6.81,20675
31231,Pokemon the Movie:Volcanion and the Mechanical Marvel,"Adventure, Kids, Fantasy",Movie,1,6.63,20671
4189,Fuyu no Sonata,"Drama, Romance",TV,26,7.4,20653
23725,Strike Witches: Operation Victory Arrow,"Action, Ecchi, Magic, Military, Sci-Fi",OVA,3,7.37,20652
391,Tales of Phantasia,"Adventure, Fantasy, Shounen",OVA,4,6.82,20649
33184,Battle Girl High School,"Action, Sci-Fi, School",TV,12,5.84,20625
1525,Pokemon Crystal: Raikou Ikazuchi no Densetsu,"Action, Adventure, Comedy, Fantasy, Kids",Special,1,6.87,20621
38091,Cinderella Nine,"School, Sports",TV,12,6.08,20621
37826,Osake wa Fuufu ni Natte kara: Yuzu Atsukan,"Comedy, Romance, Slice of Life",ONA,1,7.03,20617
12321,Thermae Romae,"Comedy, Historical, Seinen",TV,3,7.02,20600
31989,Sound! Euphonium the Movie:Welcome to the Kitauji High School Concert Band,"Music, School",Movie,1,7.51,20592
30757,Monster Strike,"Action, Game, Fantasy",ONA,51,6.45,20586
1241,Mobile Suit Gundam SEED Destiny Final Plus:The Chosen Future,"Drama, Mecha, Military, Sci-Fi, Space",OVA,1,7.43,20576
20365,Another Special,Music,Music,1,6.14,20576
21189,"Wake Up, Girls! The Movie","Drama, Music",Movie,1,7.16,20562
1888,Strawberry Marshmallow OVA,"Comedy, School, Slice of Life",OVA,3,7.72,20561
2971,Kyou kara Maou! R,"Adventure, Comedy, Demons, Fantasy, Shoujo",OVA,5,7.46,20553
37773,"Yuru Yuri,","Slice of Life, Comedy, School, Shoujo Ai",OVA,1,7.69,20544
21829,Fella Pure: Mitarashi-san Chi no Jijou The Animation,Hentai,OVA,1,7.36,20541
10153,Magical Girl Lyrical Nanoha:The Movie 2nd A's,"Action, Magic, Comedy, Sci-Fi, Drama",Movie,1,8.18,20537
645,Hikaru no Go: Hokuto Hai e no Michi,"Game, Shounen",Special,1,7.98,20516
34393,Room Mate,"Harem, Slice of Life",TV,12,4.76,20516
420,Spriggan,"Adventure, Military, Sci-Fi, Shounen",Movie,1,6.68,20495
5762,15 Bishoujo Hyouryuuki,"Comedy, Harem, Hentai",OVA,3,6.82,20476
34467,Yamishibai:Japanese Ghost Stories 4,"Dementia, Horror, Supernatural",TV,13,5.73,20474
17,Hungry Heart: Wild Striker,"Slice of Life, Comedy, Sports, Shounen",TV,52,7.59,20470
20035,Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,"Action, Magic, Sci-Fi, Super Power",Special,1,7.1,20454
15391,Kagaku na Yatsura,"Sci-Fi, Comedy, Romance, Ecchi, School, Seinen",OVA,1,5.72,20436
12015,Tiger & Bunny Movie 1,"Action, Super Power, Comedy, Mystery",Movie,1,7.44,20428
17205,Ein's Summer Vacation,Adventure,Special,1,6.25,20427
20919,Diabolik Lovers Recap,"Shoujo, Vampire",Special,1,5.39,20424
162,Pita-Ten,"Comedy, Fantasy, Kids, Romance, School, Shounen",TV,26,6.94,20422
12875,Ginga e Kickoff!!,"Sports, Shounen",TV,39,7.24,20414
39582,Woodpecker Detective's Office,"Mystery, Historical",TV,12,6.03,20414
34430,Detective Conan Movie 21: The Crimson Love Letter,"Action, Mystery, Historical, Police, Drama, Romance",Movie,1,7.68,20408
15097,Tropical Kiss,Hentai,OVA,3,7.11,20389
1747,Freedom,"Action, Sci-Fi, Adventure, Space",OVA,7,7.45,20385
37504,Mob Psycho Mini,Comedy,Special,6,6.45,20384
17437,THE IDOLM@STER MOVIE:BEYOND THE BRILLIANT FUTURE!,"Music, Comedy, Drama",Movie,1,7.6,20355
37364,Kekkai Sensen & Beyond: Zapp Renfro Ingaouhouchuu!!/Baccardio no Shizuku,"Action, Comedy, Super Power, Supernatural, Vampire, Fantasy, Shounen",OVA,1,7.2,20300
10108,Oreimo Animated Commentary,Comedy,Special,16,6.84,20299
30870,Ajin:Demi-Human Movie 3:Collide,"Action, Horror, Mystery, Seinen, Supernatural",Movie,1,7.31,20296
2905,Ikkitousen: Dragon Destiny Specials,"Super Power, Ecchi, Martial Arts, School",Special,6,6.65,20243
24451,Kanojo ga Flag wo Oraretara: Christmas? Sonna Mono ga Boku ni Tsuuyou Suru to Omou no ka?,"Harem, Comedy, Romance, School",OVA,1,6.74,20241
397,Banner of the Stars II,"Action, Military, Romance, Sci-Fi, Space",TV,10,7.84,20225
35658,Kuroko no Basket: Last Game NG-shuu,"Comedy, Sports, Shounen",Special,1,7.73,20218
23293,Lupin III:Jigen's Gravestone,"Action, Adventure, Drama, Seinen",Movie,1,7.83,20216
388,Capeta,"Cars, Shounen, Sports",TV,52,7.83,20204
9888,Squid Girl Specials,Comedy,Special,2,7.3,20197
1688,Nanatsu-iro?Drops,"Magic, Romance, School",TV,12,7.03,20196
831,A Little Snow Fairy Sugar,"Comedy, Fantasy, Slice of Life",TV,24,7.08,20179
296,Dragon Drive,"Action, Sci-Fi, Adventure, Comedy, Fantasy, School, Shounen",TV,38,6.73,20176
28539,Garo Movie: Divine Flame,"Action, Demons, Supernatural, Magic, Fantasy",Movie,1,7.61,20173
233,Daa! Daa! Daa!,"Comedy, Sci-Fi, Shoujo",TV,78,7.65,20155
39184,A3! Season Spring & Summer,"Slice of Life, Drama",TV,12,7.14,20153
1694,IDOLM@STER Xenoglossia,"Action, Comedy, Mecha, Sci-Fi",TV,26,6.52,20153
760,TenjhoTenge:The Past Chapter,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",Movie,1,7.07,20134
37781,Overlord: Ple Ple Pleiades 3,"Action, Comedy, Fantasy, Magic",ONA,13,6.82,20130
37596,Poputepipikku TV Special,"Comedy, Parody, Dementia",Special,2,7.39,20102
40239,Arifureta Shokugyou de Sekai Saikyou Recap,"Action, Adventure, Harem, Fantasy",Special,1,5.71,20083
1006,Tenchi Muyo! In Love,"Action, Comedy, Romance, School, Sci-Fi, Shounen, Space",Movie,1,7.43,20076
1509,Save Me! Lollipop,"Adventure, Comedy, Magic, Romance, Shoujo",TV,13,6.68,20070
